,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Free Cash Flow,41334901.0,167485836.0,177373844.0,1668136.0,
Repayment Of Debt,-1584698.0,0.0,,,
Issuance Of Capital Stock,,0.0,250000000.0,0.0,
Capital Expenditure,-74337878.0,-33944152.0,-85950961.0,-3577640.0,
End Cash Position,593954324.0,561668887.0,434998692.0,53062659.0,
Beginning Cash Position,561668887.0,434998692.0,53062659.0,83256552.0,
Changes In Cash,32285437.0,126670195.0,381936033.0,-30193893.0,
Financing Cash Flow,-37826600.0,-32974325.0,203240450.0,-31895739.0,
Interest Paid Cff,-3130493.0,-3676900.0,,,
Cash Dividends Paid,-10199971.0,-10199970.0,,,
Common Stock Dividend Paid,-10199971.0,-10199970.0,0.0,,
Net Common Stock Issuance,,0.0,250000000.0,0.0,
Common Stock Issuance,,0.0,250000000.0,0.0,
Net Issuance Payments Of Debt,-1584698.0,0.0,,,
Net Long Term Debt Issuance,-1584698.0,0.0,,,
Long Term Debt Payments,-1584698.0,0.0,,,
Investing Cash Flow,-45560742.0,-41785468.0,-84629222.0,-3543930.0,
Interest Received Cfi,23777136.0,18050969.0,,,
Net Business Purchase And Sale,5000000.0,-25892285.0,0.0,,
Sale Of Business,5000000.0,19107715.0,0.0,,
Purchase Of Business,0.0,-45000000.0,0.0,,
Net Intangibles Purchase And Sale,-5312500.0,-21562000.0,-29250000.0,0.0,
Purchase Of Intangibles,-5312500.0,-21562000.0,-29250000.0,0.0,
Net PPE Purchase And Sale,-69025378.0,-12382152.0,-55379222.0,-3543930.0,
Sale Of PPE,,0.0,1321739.0,33710.0,0.0
Purchase Of PPE,-69025378.0,-12382152.0,-56700961.0,-3577640.0,
Operating Cash Flow,115672779.0,201429988.0,263324805.0,5245776.0,
Taxes Refund Paid,-8848373.0,-6709098.0,-1236315.0,-15294062.0,
Interest Paid Cfo,,0.0,-10526892.0,-10814050.0,-9820296.0
Change In Working Capital,-240004705.0,-116979984.0,50062791.0,-67364158.0,
Change In Other Current Liabilities,,,40160188.0,56022632.0,21144117.0
Change In Other Current Assets,-28756700.0,25736564.0,-8692226.0,-4594786.0,
Change In Accrued Expense,-56787435.0,5222068.0,39751008.0,,
Change In Payable,-16576140.0,-17985953.0,128403066.0,-8938254.0,
Change In Prepaid Assets,2342701.0,-43075991.0,-6857192.0,,
Change In Inventory,10653754.0,3801977.0,-13901459.0,-17240148.0,
Change In Receivables,-150880885.0,-90678649.0,-88640406.0,-92613602.0,
Other Non Cash Items,-5927028.0,-2456970.0,675968.0,983402.0,
Provisionand Write Offof Assets,14190297.0,39044120.0,-13950512.0,0.0,
Depreciation And Amortization,57878814.0,57920314.0,61831525.0,60908803.0,
Amortization Cash Flow,21077705.0,19738560.0,22722477.0,23086891.0,
Depreciation,36801109.0,38181754.0,39109048.0,37821912.0,
Pension And Employee Benefit Expense,6446953.0,1147779.0,1802884.0,1382657.0,
Gain Loss On Investment Securities,,,403810.0,,
Gain Loss On Sale Of PPE,0.0,-1388480.0,79125.0,-25236.0,
Net Income From Continuing Operations,293749276.0,231465325.0,200663054.0,42468239.0,
