,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,47980.709462,
Tax Rate For Calcs,0.076605,0.101489,0.098879,0.105785,
Normalized EBITDA,655817140.0,466225066.0,352707536.0,160294294.0,
Total Unusual Items,,,0.0,453568.0,393694.0
Total Unusual Items Excluding Goodwill,,,0.0,453568.0,393694.0
Net Income From Continuing Operation Net Minority Interest,573262283.0,382123608.0,267507881.0,99920835.0,
Reconciled Depreciation,25128264.0,26077197.0,26581438.0,25427659.0,
Reconciled Cost Of Revenue,1651061139.0,1372741038.0,1192608580.0,1282846681.0,
EBITDA,655817140.0,466225066.0,352707536.0,160747862.0,
EBIT,630688876.0,440147869.0,326126098.0,135320203.0,
Net Interest Income,5946736.0,-10557537.0,-27843483.0,-22463321.0,
Interest Expense,9868587.0,14862394.0,29264876.0,23578799.0,
Interest Income,15815323.0,4304857.0,1421393.0,1166286.0,
Normalized Income,573262283.0,382123608.0,267507881.0,99515247.709462,
Net Income From Continuing And Discontinued Operation,573262283.0,382123608.0,267507881.0,99920835.0,
Total Expenses,1682856397.0,1397649491.0,1218595509.0,1303227199.0,
Rent Expense Supplemental,27980009.0,26805413.0,14849892.0,11826219.0,
Total Operating Income As Reported,614554233.0,429802207.0,324014024.0,133036710.0,
Diluted Average Shares,,31500000.0,31500000.0,31500000.0,31500000.0
Basic Average Shares,,31500000.0,31500000.0,31500000.0,31500000.0
Diluted EPS,,12.13,8.49,3.17,-0.1
Basic EPS,,12.13,8.49,3.17,-0.1
Diluted NI Availto Com Stockholders,573262283.0,382123608.0,267507881.0,99920835.0,
Net Income Common Stockholders,573262283.0,382123608.0,267507881.0,99920835.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,573262283.0,382123608.0,267507881.0,99920835.0,
Net Income Including Noncontrolling Interests,573262283.0,382123608.0,267507881.0,99920835.0,
Net Income Continuous Operations,573262283.0,382123608.0,267507881.0,99920835.0,
Tax Provision,47558006.0,43161867.0,29353341.0,11820569.0,
Pretax Income,620820289.0,425285475.0,296861222.0,111741404.0,
Other Non Operating Income Expenses,,5066873.0,,,
Special Income Charges,,,0.0,453568.0,393694.0
Other Special Charges,,,,-453568.0,-393694.0
Net Non Operating Interest Income Expense,5946736.0,-10557537.0,-27843483.0,-22463321.0,
Total Other Finance Cost,,,,50808.0,1293.0
Interest Expense Non Operating,9868587.0,14862394.0,29264876.0,23578799.0,
Interest Income Non Operating,15815323.0,4304857.0,1421393.0,1166286.0,
Operating Income,614883583.0,435195822.0,324572292.0,135419184.0,
Operating Expense,31795258.0,24908453.0,25986929.0,20380518.0,
Other Operating Expenses,421569.0,681784.0,2486136.0,-369891.0,
Depreciation And Amortization In Income Statement,759533.0,629331.0,589044.0,415783.0,
Amortization,171232.0,116082.0,125324.0,23331.0,
Depreciation Income Statement,588301.0,513249.0,463720.0,392452.0,
Selling General And Administration,7027112.0,8073643.0,4856756.0,5707134.0,
Selling And Marketing Expense,1060993.0,1896006.0,868788.0,881863.0,
General And Administrative Expense,5966119.0,6177637.0,3987968.0,4825271.0,
Rent And Landing Fees,197300.0,150430.0,177613.0,32000.0,
Gross Profit,646678841.0,460104275.0,350559221.0,155799702.0,
Cost Of Revenue,1651061139.0,1372741038.0,1192608580.0,1282846681.0,
Total Revenue,2297739980.0,1832845313.0,1543167801.0,1438646383.0,
Operating Revenue,2297739980.0,1832845313.0,1543167801.0,1438646383.0,
