,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Ordinary Shares Number,20000000.0,20000000.0,20000000.0,20000000.0,
Share Issued,20000000.0,20000000.0,20000000.0,20000000.0,
Net Debt,33198305.0,41905595.0,24414361.0,,20655901.0
Total Debt,68580124.0,53210312.0,38591781.0,15770374.0,
Tangible Book Value,244766452.0,239064915.0,237745258.0,242819998.0,
Invested Capital,301633102.0,286622172.0,267412397.0,242819998.0,
Working Capital,74999776.0,73615283.0,69152055.0,115058663.0,
Net Tangible Assets,244766452.0,239064915.0,237745258.0,242819998.0,
Capital Lease Obligations,12633755.0,6958016.0,10206993.0,15770374.0,
Common Stock Equity,245686733.0,240369876.0,239027609.0,242819998.0,
Total Capitalization,245686733.0,240369876.0,239027609.0,242819998.0,
Total Equity Gross Minority Interest,245686733.0,240369876.0,239027609.0,242819998.0,
Stockholders Equity,245686733.0,240369876.0,239027609.0,242819998.0,
Retained Earnings,45496358.0,40882923.0,38753508.0,34782777.0,
Capital Stock,200000000.0,200000000.0,200000000.0,200000000.0,
Common Stock,200000000.0,200000000.0,200000000.0,200000000.0,
Total Liabilities Net Minority Interest,97842303.0,96299207.0,80024465.0,45780996.0,
Total Non Current Liabilities Net Minority Interest,16745119.0,14294186.0,12918153.0,17804604.0,
Non Current Pension And Other Postretirement Benefit Plans,9770565.0,9871413.0,8331522.0,7453287.0,
Long Term Debt And Capital Lease Obligation,6974554.0,4422773.0,4586631.0,10351317.0,
Long Term Capital Lease Obligation,6974554.0,4422773.0,4586631.0,10351317.0,
Current Liabilities,81097184.0,82005021.0,67106312.0,27976392.0,
Current Deferred Taxes Liabilities,1984409.0,1947777.0,2621459.0,3521886.0,
Current Debt And Capital Lease Obligation,61605570.0,48787539.0,34005150.0,5419057.0,
Current Capital Lease Obligation,5659201.0,2535243.0,5620362.0,5419057.0,
Current Debt,55946369.0,46252296.0,28384788.0,0.0,
Payables,10465164.0,24278063.0,25225760.0,14483967.0,
Other Payable,1222406.0,707397.0,721400.0,1112051.0,
Total Tax Payable,1782552.0,1716274.0,2136474.0,2599332.0,
Accounts Payable,7460206.0,21854392.0,22367886.0,10772584.0,
Total Assets,343529036.0,336669083.0,319052074.0,288600994.0,
Total Non Current Assets,187432076.0,181048779.0,182793707.0,145565939.0,
Investmentin Financial Assets,5975584.0,5493136.0,6136400.0,6898160.0,
Available For Sale Securities,5975584.0,5493136.0,6136400.0,6898160.0,
Investment Properties,49069374.0,46094545.0,41710539.0,39176637.0,
Goodwill And Other Intangible Assets,920281.0,1304961.0,1282351.0,0.0,
Other Intangible Assets,920281.0,1304961.0,1282351.0,,4647.0
Goodwill,,,,0.0,12402482.0
Net PPE,131466837.0,128156137.0,133664417.0,99491142.0,
Accumulated Depreciation,-48035337.0,-46437286.0,-59154848.0,-49411434.0,
Gross PPE,179502174.0,174593423.0,192819265.0,148902576.0,
Construction In Progress,1998494.0,689724.0,41764.0,2711419.0,
Other Properties,,,12321925.0,9492934.0,8447023.0
Machinery Furniture Equipment,24536408.0,25253980.0,26249548.0,22311416.0,
Buildings And Improvements,54243029.0,49925476.0,67003710.0,65975911.0,
Land And Improvements,98724243.0,98724243.0,99524243.0,57903830.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,156096960.0,155620304.0,136258367.0,143035055.0,
Prepaid Assets,8949598.0,10444391.0,15887962.0,14802637.0,
Inventory,83088757.0,100213604.0,83116819.0,86038674.0,
Finished Goods,82883687.0,99951898.0,82824506.0,86038674.0,
Raw Materials,205070.0,261706.0,292313.0,,
Other Receivables,303044.0,1440888.0,1409528.0,2420343.0,
Accounts Receivable,41007497.0,39174720.0,31465757.0,18545046.0,
Allowance For Doubtful Accounts Receivable,-8797369.0,-6017984.0,-4047022.0,-3564469.0,
Gross Accounts Receivable,49804866.0,45192704.0,35512779.0,22109515.0,
Cash Cash Equivalents And Short Term Investments,22748064.0,4346701.0,3970427.0,21228355.0,
Cash And Cash Equivalents,22748064.0,4346701.0,3970427.0,21228355.0,
Cash Equivalents,15000000.0,0.0,,,
Cash Financial,7748064.0,4346701.0,3970427.0,21228355.0,
