,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Ordinary Shares Number,33999900.0,33999900.0,33999900.0,29622883.0,
Share Issued,33999900.0,33999900.0,33999900.0,29622883.0,
Total Debt,62756879.0,68331961.0,77940605.0,147999072.0,
Tangible Book Value,618830769.0,373627305.0,227734948.0,-205375629.0,
Invested Capital,1020780871.0,774020314.0,558913081.0,116075511.0,
Working Capital,482493124.0,257001711.0,180347395.0,-202836088.0,
Net Tangible Assets,618830769.0,373627305.0,227734948.0,-205375629.0,
Capital Lease Obligations,55886045.0,60080161.0,77940605.0,147999072.0,
Common Stock Equity,1013910037.0,765768514.0,558913081.0,116075511.0,
Total Capitalization,1018891982.0,773075870.0,558913081.0,116075511.0,
Total Equity Gross Minority Interest,1052246996.0,784988064.0,558913081.0,116075511.0,
Minority Interest,38336959.0,19219550.0,0.0,,
Stockholders Equity,1013910037.0,765768514.0,558913081.0,116075511.0,
Retained Earnings,602331604.0,380097298.0,195199418.0,21829687.0,
Capital Stock,339999000.0,339999000.0,339999000.0,89999000.0,
Common Stock,339999000.0,339999000.0,339999000.0,89999000.0,
Total Liabilities Net Minority Interest,787792335.0,870700557.0,808435311.0,770736086.0,
Total Non Current Liabilities Net Minority Interest,107219120.0,123815738.0,212791971.0,255335182.0,
Non Current Pension And Other Postretirement Benefit Plans,20894650.0,14673906.0,11103843.0,8069431.0,
Tradeand Other Payables Non Current,58629475.0,76621741.0,143243302.0,151905754.0,
Long Term Debt And Capital Lease Obligation,25796540.0,30627271.0,54848976.0,91896604.0,
Long Term Capital Lease Obligation,20814595.0,23319915.0,54848976.0,91896604.0,
Long Term Debt,4981945.0,7307356.0,0.0,,
Long Term Provisions,1898455.0,1892820.0,3595850.0,3463393.0,
Current Liabilities,680573215.0,746884819.0,595643340.0,515400904.0,
Other Current Liabilities,,19082241.0,25981455.0,1277100.0,111274300.0
Current Deferred Taxes Liabilities,15365612.0,8742612.0,6853535.0,2105181.0,
Current Debt And Capital Lease Obligation,36960339.0,37704690.0,23091629.0,56102468.0,
Current Capital Lease Obligation,35071450.0,36760246.0,23091629.0,56102468.0,
Current Debt,1888889.0,944444.0,0.0,,
Pensionand Other Post Retirement Benefit Plans Current,34555477.0,29412563.0,23600378.0,20597934.0,
Payables,511586806.0,559584684.0,472256776.0,271016933.0,
Other Payable,84811949.0,137831804.0,92735320.0,47889060.0,
Total Tax Payable,2811657.0,11143562.0,4348074.0,2326161.0,
Accounts Payable,423963200.0,410609318.0,375173382.0,220801712.0,
Total Assets,1840039331.0,1655688621.0,1367348392.0,886811597.0,
Total Non Current Assets,676972992.0,651802091.0,591357657.0,574246781.0,
Other Non Current Assets,25199906.0,22224141.0,,,
Non Current Prepaid Assets,0.0,5000000.0,0.0,,
Goodwill And Other Intangible Assets,395079268.0,392141209.0,331178133.0,321451140.0,
Other Intangible Assets,335939632.0,333001573.0,331178133.0,321451140.0,
Goodwill,59139636.0,59139636.0,0.0,,
Net PPE,256693818.0,232436741.0,260179524.0,252795641.0,
Accumulated Depreciation,-839211745.0,-798697391.0,-763617781.0,-1126133359.0,
Gross PPE,1095905563.0,1031134132.0,1023797305.0,1378929000.0,
Construction In Progress,68999599.0,27554738.0,20867269.0,25545070.0,
Other Properties,989046104.0,966211750.0,966769640.0,1305245805.0,
Machinery Furniture Equipment,30485149.0,30030324.0,29181686.0,40518777.0,
Buildings And Improvements,7374711.0,7337320.0,6978710.0,7619348.0,
Land And Improvements,,,,183059319.0,182399468.0
Properties,0.0,0.0,0.0,0.0,
Current Assets,1163066339.0,1003886530.0,775990735.0,312564816.0,
Other Current Assets,62341742.0,61484204.0,260227.0,19998.0,
Current Deferred Taxes Assets,,,,13112278.0,8776240.0
Restricted Cash,4015837.0,37348090.0,12700164.0,22921235.0,
Prepaid Assets,278093.0,275834.0,22810385.0,5770083.0,
Inventory,12896956.0,26052969.0,29619631.0,16324250.0,
Inventories Adjustments Allowances,-2500000.0,0.0,0.0,-13950512.0,
Other Inventories,12998564.0,21672749.0,24666770.0,27433197.0,
Raw Materials,2398392.0,4380220.0,4952861.0,2841565.0,
Other Receivables,92302965.0,49398421.0,,13112278.0,8859453.0
Accounts Receivable,401292259.0,305006215.0,275601636.0,201354313.0,
Allowance For Doubtful Accounts Receivable,-110505321.0,-98815024.0,-121694346.0,-107301263.0,
Gross Accounts Receivable,511797580.0,403821239.0,397295982.0,308655576.0,
Cash Cash Equivalents And Short Term Investments,589938487.0,561668887.0,434998692.0,53062659.0,
Cash And Cash Equivalents,589938487.0,561668887.0,434998692.0,53062659.0,
Cash Equivalents,480800000.0,424000000.0,0.0,,
Cash Financial,109138487.0,137668887.0,434998692.0,53062659.0,
